date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:05:53	1527/1527	---M--	200	added ('OK')	image/jpeg	etag:%220f0633e81f9d21:0%22	http://yswantou.com/style/css/img/rz-tit.jpg	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/rz-tit.jpg	(from http://yswantou.com/style/css/resetcommonindex.css)
02:05:53	935/935	---M--	200	added ('OK')	image/png	etag:%220f0633e81f9d21:0%22	http://yswantou.com/style/css/img/png.png	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/png.png	(from http://yswantou.com/style/css/resetcommonindex.css)
02:05:53	1189/1189	---M--	200	added ('OK')	image/jpeg	etag:%220f0633e81f9d21:0%22	http://yswantou.com/style/css/img/square.jpg	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/square.jpg	(from http://yswantou.com/style/css/resetcommonindex.css)
02:05:54	1512/1512	---M--	200	added ('OK')	image/jpeg	etag:%220f0633e81f9d21:0%22	http://yswantou.com/style/css/img/w.jpg	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/w.jpg	(from http://yswantou.com/style/css/resetcommonindex.css)
02:05:54	1530/1530	---M--	200	added ('OK')	image/jpeg	etag:%220c3323d81f9d21:0%22	http://yswantou.com/style/css/img/d.jpg	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/d.jpg	(from http://yswantou.com/style/css/resetcommonindex.css)
02:05:54	1204/1204	---M--	200	added ('OK')	image/jpeg	etag:%220f0633e81f9d21:0%22	http://yswantou.com/style/css/img/link-tit.jpg	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/link-tit.jpg	(from http://yswantou.com/style/css/resetcommonindex.css)
02:05:55	5090/5090	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jan%202018%2018:05:54%20GMT	http://yswantou.com/style/css/img/left_top_img.gif	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/left_top_img.b1.delayed	(from http://yswantou.com/style/css/resetcommonindex.css)
02:05:55	172/172	---M--	200	added ('OK')	image/gif	etag:%220c3323d81f9d21:0%22	http://yswantou.com/style/css/img/left2_top_img.gif	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/left2_top_img.gif	(from http://yswantou.com/style/css/resetcommonindex.css)
02:05:55	129/129	---M--	200	added ('OK')	image/gif	etag:%220c3323d81f9d21:0%22	http://yswantou.com/style/css/img/left_bot_img.gif	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/left_bot_img.gif	(from http://yswantou.com/style/css/resetcommonindex.css)
02:05:55	171/171	---M--	200	added ('OK')	image/gif	etag:%220f0633e81f9d21:0%22	http://yswantou.com/style/css/img/right_bot2_img.gif	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/right_bot2_img.gif	(from http://yswantou.com/style/css/resetcommonindex.css)
02:05:56	178/178	---M--	200	added ('OK')	image/gif	etag:%220f0633e81f9d21:0%22	http://yswantou.com/style/css/img/right_top_img.gif	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/right_top_img.gif	(from http://yswantou.com/style/css/resetcommonindex.css)
02:05:56	144/144	---M--	200	added ('OK')	image/gif	etag:%220f0633e81f9d21:0%22	http://yswantou.com/style/css/img/right2_top_img.gif	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/right2_top_img.gif	(from http://yswantou.com/style/css/resetcommonindex.css)
02:05:56	177/177	---M--	200	added ('OK')	image/gif	etag:%220f0633e81f9d21:0%22	http://yswantou.com/style/css/img/right_bot_img.gif	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/right_bot_img.gif	(from http://yswantou.com/style/css/resetcommonindex.css)
02:05:56	135/135	---M--	200	added ('OK')	image/gif	etag:%220c3323d81f9d21:0%22	http://yswantou.com/style/css/img/left_bot2_img.gif	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/left_bot2_img.gif	(from http://yswantou.com/style/css/resetcommonindex.css)
02:05:57	165/165	---M--	200	added ('OK')	image/gif	etag:%220f0633e81f9d21:0%22	http://yswantou.com/style/css/img/right_top1_img.gif	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/right_top1_img.gif	(from http://yswantou.com/style/css/resetcommonindex.css)
02:05:57	165/165	---M--	200	added ('OK')	image/gif	etag:%220f0633e81f9d21:0%22	http://yswantou.com/style/css/img/right_bot1_img.gif	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/right_bot1_img.gif	(from http://yswantou.com/style/css/resetcommonindex.css)
02:05:57	74/74	---M--	200	added ('OK')	image/gif	etag:%220f0633e81f9d21:0%22	http://yswantou.com/style/css/img/menu-line.gif	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/menu-line.gif	(from http://yswantou.com/style/css/resetcommonindex.css)
02:05:58	1194/1194	---M--	200	added ('OK')	image/gif	etag:%220f0633e81f9d21:0%22	http://yswantou.com/style/css/img/ser-bg.gif	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/ser-bg.gif	(from http://yswantou.com/style/css/resetcommonindex.css)
02:05:58	1540/1540	---M--	200	added ('OK')	image/gif	etag:%220c3323d81f9d21:0%22	http://yswantou.com/style/css/img/fdj.gif	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/fdj.gif	(from http://yswantou.com/style/css/resetcommonindex.css)
02:06:00	8774/8774	---M--	200	added ('OK')	image/jpeg	etag:%220c3323d81f9d21:0%22	http://yswantou.com/style/css/img/footer-bg.jpg	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/footer-bg.jpg	(from http://yswantou.com/style/css/resetcommonindex.css)
02:06:00	75784/75784	---M--	200	added ('OK')	image/jpeg	etag:%220c3323d81f9d21:0%22	http://yswantou.com/style/css/img/hf2.jpg	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/hf2.jpg	(from http://yswantou.com/style/css/resetcommonindex.css)
02:06:01	5082/5082	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jan%202018%2018:05:59%20GMT	http://yswantou.com/style/css/img/nodata01.gif	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/nodata01.c0.delayed	(from http://yswantou.com/style/css/resetcommonindex.css)
02:06:01	8088/8088	---M--	200	added ('OK')	image/jpeg	etag:%220c3323d81f9d21:0%22	http://yswantou.com/style/css/img/f-yy.jpg	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/f-yy.jpg	(from http://yswantou.com/style/css/resetcommonindex.css)
02:06:02	7986/7986	---M--	200	added ('OK')	image/jpeg	etag:%220c3323d81f9d21:0%22	http://yswantou.com/style/css/img/jjfa-tit.jpg	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/jjfa-tit.jpg	(from http://yswantou.com/style/css/resetcommonindex.css)
02:06:06	24826/24826	---M--	200	added ('OK')	image/jpeg	etag:%220f0633e81f9d21:0%22	http://yswantou.com/style/css/img/qua-bg.jpg	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/qua-bg.jpg	(from http://yswantou.com/style/css/resetcommonindex.css)
02:06:19	108067/108067	---M--	200	added ('OK')	image/jpeg	etag:%220c3323d81f9d21:0%22	http://yswantou.com/style/css/img/a1.jpg	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/a1.jpg	(from http://yswantou.com/style/css/resetcommonindex.css)
02:06:21	12294/12294	---M--	200	added ('OK')	image/png	etag:%220c3323d81f9d21:0%22	http://yswantou.com/style/css/img/is.png	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/is.png	(from http://yswantou.com/style/css/bdsstyle.css)
02:06:21	5076/5076	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jan%202018%2018:06:21%20GMT	http://yswantou.com/style/css/img/pop_c.gif	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/pop_c.c6.delayed	(from http://yswantou.com/style/css/bdsstyle.css)
02:06:22	185/185	---M--	200	added ('OK')	image/gif	etag:%220f0633e81f9d21:0%22	http://yswantou.com/style/css/img/pi.gif	C:/My%20Web%20Sites/yswantou.com/yswantou.com/style/css/img/pi.gif	(from http://yswantou.com/style/css/bdsstyle.css)
